step,timestamp,client_id,base_station_id,slice,active,app_type,x,y
2,2025-05-27 18:34:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
2,2025-05-27 18:34:12,11,1,eMBB,1,video streaming,118.36057767852523,767.1415540365581
2,2025-05-27 18:34:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
2,2025-05-27 18:34:12,13,1,eMBB,0,file download,136.1079701457786,731.1849582405754
2,2025-05-27 18:34:12,14,0,eMBB,1,video streaming,522.9353803286301,165.09109559240255
2,2025-05-27 18:34:12,15,5,URLLC,1,industrial automation,128.47518205108264,619.4768970593594
2,2025-05-27 18:34:12,16,1,eMBB,1,video streaming,204.9195626903528,896.159126652129
2,2025-05-27 18:34:12,17,5,eMBB,0,AR/VR,186.6765281591995,830.0824743360172
2,2025-05-27 18:34:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
2,2025-05-27 18:34:12,19,4,eMBB,1,video streaming,549.7063674795636,793.5395546298796
2,2025-05-27 18:34:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
2,2025-05-27 18:34:12,21,5,eMBB,1,AR/VR,195.03349506969013,620.9605805459821
2,2025-05-27 18:34:12,22,3,URLLC,1,industrial automation,796.1933115278719,505.92292196777555
2,2025-05-27 18:34:12,23,5,eMBB,1,file download,165.60989655734215,760.6105128426186
2,2025-05-27 18:34:12,24,4,eMBB,0,file download,436.80285321817666,751.4632730310256
2,2025-05-27 18:34:12,25,4,mMTC,1,smart meters,409.54822825427794,676.6036310960116
2,2025-05-27 18:34:12,26,4,mMTC,1,IoT sensors,540.5025955865049,743.0041701208994
2,2025-05-27 18:34:12,27,4,URLLC,0,remote surgery,486.30440325441333,686.1187567716046
2,2025-05-27 18:34:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
2,2025-05-27 18:34:12,29,4,eMBB,1,file download,450.2685332741233,658.7548818650756
2,2025-05-27 18:34:12,30,0,mMTC,1,IoT sensors,492.92950995570965,230.85497545724135
2,2025-05-27 18:34:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
2,2025-05-27 18:34:12,32,2,URLLC,1,industrial automation,252.2351859102172,241.07054734495472
2,2025-05-27 18:34:12,33,5,URLLC,1,remote surgery,355.6748336082369,815.2916140505026
2,2025-05-27 18:34:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
2,2025-05-27 18:34:12,35,0,eMBB,1,file download,620.0394368469497,130.0041428305478
2,2025-05-27 18:34:12,36,4,eMBB,1,AR/VR,558.1796749957807,740.3933851367549
2,2025-05-27 18:34:12,37,2,mMTC,1,IoT sensors,199.5505265078671,296.73318613409134
2,2025-05-27 18:34:12,38,3,URLLC,0,remote surgery,778.6861543946578,390.6985160140813
2,2025-05-27 18:34:12,39,4,eMBB,1,AR/VR,447.79625090939044,641.549927706779
3,2025-05-27 18:39:12,0,2,mMTC,0,smart meters,134.994202237099,285.12344253836665
3,2025-05-27 18:39:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
3,2025-05-27 18:39:12,2,4,URLLC,1,industrial automation,506.17571403850013,644.8230641089585
3,2025-05-27 18:39:12,3,1,mMTC,0,IoT sensors,195.04909780947602,744.1953986826747
3,2025-05-27 18:39:12,4,4,mMTC,1,asset tracking,419.0212203190368,647.6969289001058
3,2025-05-27 18:39:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
3,2025-05-27 18:39:12,6,0,mMTC,1,asset tracking,684.2450933325683,171.6529308463296
3,2025-05-27 18:39:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
3,2025-05-27 18:39:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
3,2025-05-27 18:39:12,9,2,eMBB,1,file download,137.12494064782587,324.91221759629724
3,2025-05-27 18:39:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
3,2025-05-27 18:39:12,11,1,eMBB,1,video streaming,118.42647082066267,767.1927740844957
3,2025-05-27 18:39:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
3,2025-05-27 18:39:12,13,1,eMBB,0,file download,136.1079701457786,731.1849582405754
3,2025-05-27 18:39:12,14,0,eMBB,1,video streaming,522.9660157986827,164.68899754051176
3,2025-05-27 18:39:12,15,5,URLLC,1,industrial automation,130.26327075160853,620.937010393086
3,2025-05-27 18:39:12,16,1,eMBB,1,video streaming,203.92299802346167,899.00473594762
3,2025-05-27 18:39:12,17,5,eMBB,0,AR/VR,186.6765281591995,830.0824743360172
3,2025-05-27 18:39:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
3,2025-05-27 18:39:12,19,4,eMBB,1,video streaming,549.981276973065,793.7994362343746
3,2025-05-27 18:39:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
3,2025-05-27 18:39:12,21,5,eMBB,1,AR/VR,198.40432440913915,618.0811295475231
3,2025-05-27 18:39:12,22,3,URLLC,1,industrial automation,795.4224564842133,505.75160620524025
3,2025-05-27 18:39:12,23,5,eMBB,1,file download,163.67140782516856,763.2726075762614
3,2025-05-27 18:39:12,24,4,eMBB,0,file download,436.80285321817666,751.4632730310256
3,2025-05-27 18:39:12,25,4,mMTC,1,smart meters,409.6835088774676,676.5424151490823
3,2025-05-27 18:39:12,26,4,mMTC,1,IoT sensors,542.837456922239,738.8864850060777
3,2025-05-27 18:39:12,27,4,URLLC,0,remote surgery,486.30440325441333,686.1187567716046
3,2025-05-27 18:39:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
3,2025-05-27 18:39:12,29,4,eMBB,1,file download,452.2138157455728,657.0310541567536
3,2025-05-27 18:39:12,30,0,mMTC,1,IoT sensors,495.14753719072627,236.36957092269458
3,2025-05-27 18:39:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
3,2025-05-27 18:39:12,32,2,URLLC,1,industrial automation,255.53677565673132,240.32951994204248
3,2025-05-27 18:39:12,33,5,URLLC,1,remote surgery,358.75229031430723,814.7215528121466
3,2025-05-27 18:39:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
3,2025-05-27 18:39:12,35,0,eMBB,1,file download,619.1246405647555,130.36958972235894
3,2025-05-27 18:39:12,36,4,eMBB,1,AR/VR,557.9650888559955,740.382069900726
3,2025-05-27 18:39:12,37,2,mMTC,1,IoT sensors,199.4844993354056,296.61504333877826
3,2025-05-27 18:39:12,38,3,URLLC,0,remote surgery,778.6861543946578,390.6985160140813
3,2025-05-27 18:39:12,39,4,eMBB,1,AR/VR,445.9099791086648,637.7850058804399
4,2025-05-27 18:44:12,0,2,mMTC,0,smart meters,134.994202237099,285.12344253836665
4,2025-05-27 18:44:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
4,2025-05-27 18:44:12,2,4,URLLC,1,industrial automation,506.17571403850013,644.8230641089585
4,2025-05-27 18:44:12,3,1,mMTC,0,IoT sensors,195.04909780947602,744.1953986826747
4,2025-05-27 18:44:12,4,4,mMTC,1,asset tracking,419.0212203190368,647.6969289001058
4,2025-05-27 18:44:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
4,2025-05-27 18:44:12,6,0,mMTC,1,asset tracking,684.2450933325683,171.6529308463296
4,2025-05-27 18:44:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
4,2025-05-27 18:44:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
4,2025-05-27 18:44:12,9,2,eMBB,1,file download,137.12494064782587,324.91221759629724
4,2025-05-27 18:44:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
4,2025-05-27 18:44:12,11,1,eMBB,1,video streaming,118.42647082066267,767.1927740844957
4,2025-05-27 18:44:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
4,2025-05-27 18:44:12,13,1,eMBB,0,file download,136.1079701457786,731.1849582405754
4,2025-05-27 18:44:12,14,0,eMBB,1,video streaming,522.9660157986827,164.68899754051176
4,2025-05-27 18:44:12,15,5,URLLC,1,industrial automation,130.26327075160853,620.937010393086
4,2025-05-27 18:44:12,16,1,eMBB,1,video streaming,203.92299802346167,899.00473594762
4,2025-05-27 18:44:12,17,5,eMBB,0,AR/VR,186.6765281591995,830.0824743360172
4,2025-05-27 18:44:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
4,2025-05-27 18:44:12,19,4,eMBB,1,video streaming,549.981276973065,793.7994362343746
4,2025-05-27 18:44:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
4,2025-05-27 18:44:12,21,5,eMBB,1,AR/VR,198.40432440913915,618.0811295475231
4,2025-05-27 18:44:12,22,3,URLLC,1,industrial automation,795.4224564842133,505.75160620524025
4,2025-05-27 18:44:12,23,5,eMBB,1,file download,163.67140782516856,763.2726075762614
4,2025-05-27 18:44:12,24,4,eMBB,0,file download,436.80285321817666,751.4632730310256
4,2025-05-27 18:44:12,25,4,mMTC,1,smart meters,409.6835088774676,676.5424151490823
4,2025-05-27 18:44:12,26,4,mMTC,1,IoT sensors,542.837456922239,738.8864850060777
4,2025-05-27 18:44:12,27,4,URLLC,0,remote surgery,486.30440325441333,686.1187567716046
4,2025-05-27 18:44:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
4,2025-05-27 18:44:12,29,4,eMBB,1,file download,452.2138157455728,657.0310541567536
4,2025-05-27 18:44:12,30,0,mMTC,1,IoT sensors,495.14753719072627,236.36957092269458
4,2025-05-27 18:44:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
4,2025-05-27 18:44:12,32,2,URLLC,1,industrial automation,255.53677565673132,240.32951994204248
4,2025-05-27 18:44:12,33,5,URLLC,1,remote surgery,358.75229031430723,814.7215528121466
4,2025-05-27 18:44:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
4,2025-05-27 18:44:12,35,0,eMBB,1,file download,619.1246405647555,130.36958972235894
4,2025-05-27 18:44:12,36,4,eMBB,1,AR/VR,557.9650888559955,740.382069900726
4,2025-05-27 18:44:12,37,2,mMTC,1,IoT sensors,199.4844993354056,296.61504333877826
4,2025-05-27 18:44:12,38,3,URLLC,0,remote surgery,778.6861543946578,390.6985160140813
4,2025-05-27 18:44:12,39,4,eMBB,1,AR/VR,445.9099791086648,637.7850058804399
5,2025-05-27 18:49:12,0,2,mMTC,0,smart meters,134.994202237099,285.12344253836665
5,2025-05-27 18:49:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
5,2025-05-27 18:49:12,2,4,URLLC,1,industrial automation,506.17571403850013,644.8230641089585
5,2025-05-27 18:49:12,3,1,mMTC,1,IoT sensors,197.49986595046076,742.000422527101
5,2025-05-27 18:49:12,4,4,mMTC,1,asset tracking,419.0212203190368,647.6969289001058
5,2025-05-27 18:49:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
5,2025-05-27 18:49:12,6,0,mMTC,1,asset tracking,684.2450933325683,171.6529308463296
5,2025-05-27 18:49:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
5,2025-05-27 18:49:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
5,2025-05-27 18:49:12,9,2,eMBB,1,file download,137.12494064782587,324.91221759629724
5,2025-05-27 18:49:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
5,2025-05-27 18:49:12,11,1,eMBB,1,video streaming,118.42647082066267,767.1927740844957
5,2025-05-27 18:49:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
5,2025-05-27 18:49:12,13,1,eMBB,0,file download,136.1079701457786,731.1849582405754
5,2025-05-27 18:49:12,14,0,eMBB,1,video streaming,522.9660157986827,164.68899754051176
5,2025-05-27 18:49:12,15,5,URLLC,1,industrial automation,130.26327075160853,620.937010393086
5,2025-05-27 18:49:12,16,1,eMBB,1,video streaming,203.92299802346167,899.00473594762
5,2025-05-27 18:49:12,17,5,eMBB,0,AR/VR,186.6765281591995,830.0824743360172
5,2025-05-27 18:49:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
5,2025-05-27 18:49:12,19,4,eMBB,1,video streaming,549.981276973065,793.7994362343746
5,2025-05-27 18:49:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
5,2025-05-27 18:49:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
5,2025-05-27 18:49:12,22,3,URLLC,1,industrial automation,795.4224564842133,505.75160620524025
5,2025-05-27 18:49:12,23,5,eMBB,1,file download,163.67140782516856,763.2726075762614
5,2025-05-27 18:49:12,24,4,eMBB,0,file download,436.80285321817666,751.4632730310256
5,2025-05-27 18:49:12,25,4,mMTC,1,smart meters,409.6835088774676,676.5424151490823
5,2025-05-27 18:49:12,26,4,mMTC,1,IoT sensors,542.837456922239,738.8864850060777
5,2025-05-27 18:49:12,27,4,URLLC,1,remote surgery,485.03849794189455,686.0960863738152
5,2025-05-27 18:49:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
5,2025-05-27 18:49:12,29,4,eMBB,1,file download,452.2138157455728,657.0310541567536
5,2025-05-27 18:49:12,30,0,mMTC,1,IoT sensors,495.14753719072627,236.36957092269458
5,2025-05-27 18:49:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
5,2025-05-27 18:49:12,32,2,URLLC,1,industrial automation,255.53677565673132,240.32951994204248
5,2025-05-27 18:49:12,33,5,URLLC,1,remote surgery,358.75229031430723,814.7215528121466
5,2025-05-27 18:49:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
5,2025-05-27 18:49:12,35,0,eMBB,1,file download,619.1246405647555,130.36958972235894
5,2025-05-27 18:49:12,36,4,eMBB,1,AR/VR,557.9650888559955,740.382069900726
5,2025-05-27 18:49:12,37,2,mMTC,1,IoT sensors,199.4844993354056,296.61504333877826
5,2025-05-27 18:49:12,38,3,URLLC,0,remote surgery,778.6861543946578,390.6985160140813
5,2025-05-27 18:49:12,39,4,eMBB,1,AR/VR,445.9099791086648,637.7850058804399
6,2025-05-27 18:54:12,0,2,mMTC,0,smart meters,134.994202237099,285.12344253836665
6,2025-05-27 18:54:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
6,2025-05-27 18:54:12,2,4,URLLC,1,industrial automation,504.3432369077163,643.9808245478704
6,2025-05-27 18:54:12,3,1,mMTC,1,IoT sensors,197.49986595046076,742.000422527101
6,2025-05-27 18:54:12,4,4,mMTC,1,asset tracking,421.43417713232185,646.9475672550288
6,2025-05-27 18:54:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
6,2025-05-27 18:54:12,6,0,mMTC,1,asset tracking,684.0472884385007,172.20569192481696
6,2025-05-27 18:54:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
6,2025-05-27 18:54:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
6,2025-05-27 18:54:12,9,2,eMBB,1,file download,131.9508515505262,325.5841103877705
6,2025-05-27 18:54:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
6,2025-05-27 18:54:12,11,1,eMBB,1,video streaming,118.42174614915913,767.1381746701835
6,2025-05-27 18:54:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
6,2025-05-27 18:54:12,13,1,eMBB,0,file download,136.1079701457786,731.1849582405754
6,2025-05-27 18:54:12,14,0,eMBB,1,video streaming,522.7658964181913,164.54233508032
6,2025-05-27 18:54:12,15,5,URLLC,1,industrial automation,133.08559236397713,623.2031223788631
6,2025-05-27 18:54:12,16,1,eMBB,1,video streaming,204.37300838695077,898.5647707232984
6,2025-05-27 18:54:12,17,5,eMBB,0,AR/VR,186.6765281591995,830.0824743360172
6,2025-05-27 18:54:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
6,2025-05-27 18:54:12,19,4,eMBB,1,video streaming,549.4646393911031,794.1066144738135
6,2025-05-27 18:54:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
6,2025-05-27 18:54:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
6,2025-05-27 18:54:12,22,3,URLLC,1,industrial automation,793.0497427706287,506.45664987260943
6,2025-05-27 18:54:12,23,5,eMBB,1,file download,162.5793144030532,765.6359361463635
6,2025-05-27 18:54:12,24,4,eMBB,0,file download,436.80285321817666,751.4632730310256
6,2025-05-27 18:54:12,25,4,mMTC,1,smart meters,409.4890700688706,676.4634701241167
6,2025-05-27 18:54:12,26,4,mMTC,1,IoT sensors,547.8993225449755,740.6416954902945
6,2025-05-27 18:54:12,27,4,URLLC,0,remote surgery,485.03849794189455,686.0960863738152
6,2025-05-27 18:54:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
6,2025-05-27 18:54:12,29,4,eMBB,1,file download,453.48063775312994,656.0235368006962
6,2025-05-27 18:54:12,30,0,mMTC,1,IoT sensors,493.7244831673417,240.42651583674532
6,2025-05-27 18:54:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
6,2025-05-27 18:54:12,32,2,URLLC,1,industrial automation,250.67689148361828,241.81137455769476
6,2025-05-27 18:54:12,33,5,URLLC,1,remote surgery,358.5467089828353,811.5912135497776
6,2025-05-27 18:54:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
6,2025-05-27 18:54:12,35,0,eMBB,1,file download,620.7739595440195,126.46349379531284
6,2025-05-27 18:54:12,36,4,eMBB,0,AR/VR,557.9650888559955,740.382069900726
6,2025-05-27 18:54:12,37,2,mMTC,1,IoT sensors,199.30664514045125,296.78656618209277
6,2025-05-27 18:54:12,38,3,URLLC,0,remote surgery,778.6861543946578,390.6985160140813
6,2025-05-27 18:54:12,39,4,eMBB,1,AR/VR,442.7753382942839,635.306373880955
7,2025-05-27 18:59:12,0,2,mMTC,0,smart meters,134.994202237099,285.12344253836665
7,2025-05-27 18:59:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
7,2025-05-27 18:59:12,2,4,URLLC,1,industrial automation,504.3432369077163,643.9808245478704
7,2025-05-27 18:59:12,3,1,mMTC,1,IoT sensors,197.49986595046076,742.000422527101
7,2025-05-27 18:59:12,4,4,mMTC,1,asset tracking,421.43417713232185,646.9475672550288
7,2025-05-27 18:59:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
7,2025-05-27 18:59:12,6,0,mMTC,1,asset tracking,684.0472884385007,172.20569192481696
7,2025-05-27 18:59:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
7,2025-05-27 18:59:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
7,2025-05-27 18:59:12,9,2,eMBB,1,file download,131.9508515505262,325.5841103877705
7,2025-05-27 18:59:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
7,2025-05-27 18:59:12,11,1,eMBB,1,video streaming,118.42174614915913,767.1381746701835
7,2025-05-27 18:59:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
7,2025-05-27 18:59:12,13,1,eMBB,0,file download,136.1079701457786,731.1849582405754
7,2025-05-27 18:59:12,14,0,eMBB,1,video streaming,522.7658964181913,164.54233508032
